Source.Name,Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Game Length,Ejected,Sabotages Fixed,Time To Completed All Tasks,Rank Change,Region/Game Code,,,,,
User14,12/10/2020 at 12:22:42 am EST,Crewmate,Win,4,No,Yes,05m 43s,No,1,-,++,Europe / KTQRWQ,,,,,
User14,12/10/2020 at 12:10:28 am EST,Crewmate,Win,4,No,Yes,05m 58s,No,0,-,++,Europe / BNDUNF,,,,,
User14,12/09/2020 at 11:29:38 pm EST,Crewmate,Loss,3,No,No,10m 53s,No,0,-,---,Europe / BNDUNF,,,,,
User14,12/09/2020 at 11:18:10 pm EST,Crewmate,Loss,7,No,Yes,13m 04s,No,1,-,---,Europe / BNDUNF,,,,,
User14,12/09/2020 at 11:04:02 pm EST,Crewmate,Win,4,No,Yes,13m 55s,No,0,-,++,Europe / BNDUNF,,,,,
User14,12/09/2020 at 10:48:57 pm EST,Crewmate,Loss,7,No,No,16m 42s,No,4,-,---,Europe / BNDUNF,,,,,
User14,12/09/2020 at 10:13:28 pm EST,Crewmate,Win,6,No,No,15m 28s,No,1,-,++,Europe / BNDUNF,,,,,
User14,12/09/2020 at 9:52:30 pm EST,Crewmate,Win,6,Yes,Yes,11m 02s,No,0,07m 59s,++,NA / KVMHBF,,,,,
User14,12/09/2020 at 1:14:18 am EST,Crewmate,Win,2,No,Yes,15m 29s,No,0,-,++,NA / TVPSDF,,,,,
User14,12/09/2020 at 12:56:34 am EST,Crewmate,Win,1,No,Yes,09m 53s,No,1,-,++,NA / TVPSDF,,,,,
User14,12/09/2020 at 12:39:07 am EST,Crewmate,Loss,8,Yes,No,18m 17s,No,0,10m 50s,--,NA / TVPSDF,,,,,
User14,12/09/2020 at 12:19:26 am EST,Crewmate,Win,5,No,No,10m 28s,No,0,-,++,NA / TVPSDF,,,,,
User14,12/08/2020 at 11:27:14 pm EST,Crewmate,Loss,7,No,Yes,11m 55s,No,0,-,---,Europe / VTTXQQ,,,,,
User14,12/08/2020 at 11:00:26 pm EST,Crewmate,Loss,4,No,No,14m 22s,No,1,-,---,Europe / VTTXQQ,,,,,
User14,12/08/2020 at 10:24:18 pm EST,Crewmate,Loss,7,No,Yes,05m 39s,No,2,-,---,Europe / VTTXQQ,,,,,
User14,12/08/2020 at 10:15:05 pm EST,Crewmate,Win,8,Yes,No,07m 05s,No,1,05m 39s,++,Europe / VTTXQQ,,,,,
User14,12/08/2020 at 10:03:00 pm EST,Crewmate,Loss,8,Yes,Yes,12m 36s,No,0,12m 18s,--,Europe / VTTXQQ,,,,,
User15,12/17/2020 at 11:18:35 pm EST,Crewmate,Loss,2,No,No,07m 01s,No,0,-,---,NA / SXJLBF,,,,,
User15,12/17/2020 at 11:06:03 pm EST,Crewmate,Loss,4,No,No,08m 49s,No,1,-,---,NA / SXJLBF,,,,,
User15,12/17/2020 at 10:56:12 pm EST,Crewmate,Win,7,Yes,Yes,13m 39s,No,0,06m 41s,++,NA / SXJLBF,,,,,
User15,12/17/2020 at 10:40:44 pm EST,Crewmate,Win,7,Yes,Yes,22m 36s,No,0,16m 06s,++,NA / SXJLBF,,,,,
User15,12/17/2020 at 10:10:44 pm EST,Crewmate,Loss,5,No,No,08m 49s,No,1,-,---,NA / SXJLBF,,,,,
User15,12/17/2020 at 9:59:30 pm EST,Crewmate,Win,7,Yes,No,15m 45s,No,0,08m 21s,++,NA / SXJLBF,,,,,
User15,12/07/2020 at 3:42:01 am EST,Crewmate,Loss,5,No,Yes,26m 07s,No,2,-,---,NA / HUTXKF,,,,,
User15,12/07/2020 at 3:14:45 am EST,Crewmate,Loss,6,No,No,20m 28s,No,2,-,---,NA / HUTXKF,,,,,
User15,12/02/2020 at 10:20:41 pm EST,Crewmate,Win,4,No,Yes,16m 28s,No,0,-,++,NA / WLJHKF,,,,,
User15,12/02/2020 at 10:02:45 pm EST,Crewmate,Loss,6,No,Yes,12m 58s,No,0,-,---,NA / WLJHKF,,,,,
User15,12/02/2020 at 5:31:52 pm EST,Crewmate,Win,7,Yes,No,17m 48s,No,0,06m 23s,++,Europe / TQQYQQ,,,,,
User15,12/02/2020 at 5:12:50 pm EST,Crewmate,Win,7,Yes,No,12m 15s,No,2,06m 13s,++,Europe / TQQYQQ,,,,,
User15,12/02/2020 at 4:53:13 pm EST,Crewmate,Win,8,Yes,Yes,13m 32s,No,1,06m 26s,++,Europe / TQQYQQ,,,,,
User15,12/02/2020 at 4:34:54 pm EST,Crewmate,Win,8,Yes,Yes,14m 28s,No,1,14m 27s,++,Europe / TQQYQQ,,,,,
User15,12/02/2020 at 4:02:11 pm EST,Crewmate,Loss,8,Yes,No,14m 00s,No,0,07m 13s,--,Europe / TQQYQQ,,,,,
User15,12/02/2020 at 1:14:17 am EST,Crewmate,Win,7,Yes,No,13m 57s,No,0,11m 30s,++,NA / CHHYKF,,,,,
User15,12/02/2020 at 12:42:19 am EST,Crewmate,Loss,8,Yes,No,09m 51s,No,2,09m 49s,--,NA / KFTWCF,,,,,
User15,12/01/2020 at 6:06:37 pm EST,Crewmate,Win,7,Yes,No,16m 50s,No,2,02m 43s,++,Europe / SADXGF,,,,,
User15,12/01/2020 at 5:46:40 pm EST,Crewmate,Win,7,Yes,No,13m 56s,No,1,11m 48s,++,Europe / SADXGF,,,,,
User15,12/01/2020 at 5:20:29 pm EST,Crewmate,Win,7,Yes,No,17m 05s,No,0,05m 49s,++,Europe / SADXGF,,,,,
User15,12/01/2020 at 4:59:51 pm EST,Crewmate,Win,7,Yes,Yes,17m 16s,No,0,10m 21s,++,Europe / SADXGF,,,,,
User15,11/28/2020 at 8:49:07 pm EST,Crewmate,Loss,8,Yes,Yes,23m 01s,No,1,12m 11s,--,NA / XYBZDF,,,,,
User15,11/28/2020 at 8:24:45 pm EST,Crewmate,Loss,5,No,No,08m 47s,No,0,-,---,NA / XYBZDF,,,,,
User15,11/28/2020 at 8:14:04 pm EST,Crewmate,Loss,6,No,No,08m 28s,No,0,-,---,NA / XYBZDF,,,,,
User15,11/28/2020 at 8:05:00 pm EST,Crewmate,Loss,7,No,No,13m 44s,No,1,-,---,NA / XYBZDF,,,,,
User15,11/28/2020 at 7:47:41 pm EST,Crewmate,Loss,2,No,Yes,07m 38s,No,0,-,---,NA / XYBZDF,,,,,
User15,11/28/2020 at 7:38:33 pm EST,Crewmate,Loss,6,No,No,05m 55s,No,1,-,---,NA / XYBZDF,,,,,
User15,11/28/2020 at 7:31:40 pm EST,Crewmate,Loss,7,No,Yes,08m 41s,No,1,-,---,NA / XYBZDF,,,,,
User15,11/28/2020 at 4:46:03 am EST,Crewmate,Loss,7,Yes,Yes,10m 28s,No,0,09m 52s,--,Europe / AQJRHF,,,,,
User15,11/28/2020 at 4:34:07 am EST,Crewmate,Loss,7,Yes,Yes,12m 55s,No,1,08m 49s,--,Europe / AQJRHF,,,,,
User15,11/27/2020 at 2:40:50 am EST,Crewmate,Win,6,Yes,Yes,12m 29s,No,0,08m 52s,++,NA / GWDSGF,,,,,
User15,11/27/2020 at 2:27:50 am EST,Crewmate,Win,6,No,No,12m 52s,No,0,-,++,NA / GWDSGF,,,,,
User15,11/27/2020 at 2:14:06 am EST,Crewmate,Win,7,Yes,Yes,08m 54s,No,1,05m 56s,++,NA / GWDSGF,,,,,
User16,12/22/2020 at 2:22:28 am EST,Crewmate,Loss,2,No,Yes,07m 12s,No,0,-,---,NA / NHORMF,,,,,
User16,12/22/2020 at 2:07:52 am EST,Crewmate,Win,5,No,Yes,13m 16s,No,0,-,++,NA / NHORMF,,,,,
User16,12/22/2020 at 1:52:42 am EST,Crewmate,Loss,2,No,No,06m 44s,No,0,-,---,NA / NHORMF,,,,,
User16,12/22/2020 at 1:43:27 am EST,Crewmate,Loss,3,No,Yes,13m 08s,No,1,-,---,NA / NHORMF,,,,,
User16,12/21/2020 at 4:10:38 am EST,Crewmate,Loss,6,No,Yes,13m 20s,No,0,-,---,NA / UETNFF,,,,,
User16,12/21/2020 at 3:41:09 am EST,Crewmate,Win,3,No,No,14m 13s,No,1,-,++,NA / FVNGZF,,,,,
User16,12/21/2020 at 3:25:48 am EST,Crewmate,Win,7,Yes,No,13m 59s,No,0,11m 40s,++,NA / FVNGZF,,,,,
User16,12/21/2020 at 3:10:52 am EST,Crewmate,Loss,4,No,Yes,15m 01s,No,0,-,---,NA / FVNGZF,,,,,
User16,12/21/2020 at 2:54:25 am EST,Crewmate,Win,7,Yes,Yes,19m 43s,No,0,08m 45s,++,NA / FVNGZF,,,,,
User16,12/21/2020 at 2:22:19 am EST,Crewmate,Win,7,Yes,Yes,14m 45s,No,0,14m 44s,++,NA / FVNGZF,,,,,
User16,12/20/2020 at 1:07:15 am EST,Crewmate,Win,5,No,Yes,12m 35s,No,0,-,++,NA / HMUMOF,,,,,
User16,12/20/2020 at 12:51:43 am EST,Crewmate,Win,8,Yes,No,18m 53s,No,0,18m 20s,++,NA / HMUMOF,,,,,
User16,12/20/2020 at 12:28:02 am EST,Crewmate,Win,3,No,No,04m 30s,No,1,-,N/A,NA / HMUMOF,,,,,
User16,12/19/2020 at 6:44:18 am EST,Crewmate,Win,3,No,No,13m 47s,No,1,-,++,NA / ASJXIF,,,,,
User16,12/19/2020 at 5:50:19 am EST,Crewmate,Loss,8,Yes,Yes,13m 45s,No,0,13m 05s,--,NA / ASJXIF,,,,,
User16,12/19/2020 at 5:34:51 am EST,Crewmate,Win,4,No,Yes,13m 33s,No,0,-,++,NA / ASJXIF,,,,,
User16,12/19/2020 at 5:20:09 am EST,Crewmate,Loss,6,No,Yes,07m 59s,No,0,-,---,NA / ASJXIF,,,,,
User16,12/19/2020 at 4:51:02 am EST,Crewmate,Loss,3,No,No,10m 34s,No,1,-,---,NA / ASJXIF,,,,,
User16,12/19/2020 at 4:37:49 am EST,Crewmate,Win,4,No,No,16m 45s,No,0,-,++,NA / ASJXIF,,,,,
User16,12/19/2020 at 4:20:44 am EST,Crewmate,Win,4,No,Yes,08m 36s,No,0,-,++,NA / ASJXIF,,,,,
User16,12/19/2020 at 4:11:18 am EST,Crewmate,Loss,5,No,Yes,07m 41s,No,0,-,---,NA / ASJXIF,,,,,
User16,12/19/2020 at 3:36:17 am EST,Crewmate,Loss,8,Yes,No,16m 38s,No,0,09m 32s,--,NA / JYJKBF,,,,,
User16,12/19/2020 at 3:17:31 am EST,Crewmate,Loss,8,Yes,Yes,22m 40s,No,0,14m 49s,--,NA / JYJKBF,,,,,
User16,12/19/2020 at 2:52:48 am EST,Crewmate,Loss,8,Yes,Yes,11m 31s,No,0,08m 14s,--,NA / JYJKBF,,,,,
User16,12/19/2020 at 2:17:51 am EST,Crewmate,Win,0,No,Yes,04m 51s,No,0,-,N/A,NA / IUSDXQ,,,,,
User16,12/18/2020 at 4:22:35 am EST,Crewmate,Loss,9,Yes,Yes,18m 57s,No,1,11m 23s,--,NA / OVGUMF,,,,,
User16,12/18/2020 at 3:23:49 am EST,Crewmate,Win,7,Yes,Yes,24m 39s,No,0,19m 56s,++,NA / HFMJHF,,,,,
User16,12/18/2020 at 2:57:51 am EST,Crewmate,Win,4,No,Yes,04m 39s,No,0,-,N/A,NA / HFMJHF,,,,,
User16,12/18/2020 at 2:35:03 am EST,Crewmate,Win,7,Yes,No,28m 42s,No,1,28m 41s,++,NA / FIKXMF,,,,,
User16,12/18/2020 at 2:05:04 am EST,Crewmate,Loss,7,Yes,Yes,14m 21s,No,0,10m 34s,--,NA / FIKXMF,,,,,
User16,12/18/2020 at 1:24:36 am EST,Crewmate,Win,5,No,Yes,12m 08s,No,1,-,++,NA / MOQFDF,,,,,
User16,12/05/2020 at 12:02:04 am EST,Crewmate,Loss,3,No,No,10m 34s,No,2,-,---,NA / UMZNVF,,,,,
User16,12/04/2020 at 11:34:33 pm EST,Crewmate,Loss,5,No,Yes,18m 13s,No,0,-,---,NA / JPSWVF,,,,,
User16,12/03/2020 at 3:19:15 am EST,Crewmate,Win,7,Yes,Yes,19m 40s,No,0,10m 12s,++,NA / GHOUHF,,,,,
User16,12/03/2020 at 2:56:11 am EST,Crewmate,Win,5,No,No,12m 06s,No,1,-,++,NA / GHOUHF,,,,,
User16,12/03/2020 at 2:43:09 am EST,Crewmate,Loss,7,Yes,Yes,10m 25s,No,0,09m 31s,--,NA / GHOUHF,,,,,
User16,12/03/2020 at 2:31:52 am EST,Crewmate,Win,6,No,Yes,09m 43s,No,0,-,++,NA / GHOUHF,,,,,
User16,12/03/2020 at 2:21:21 am EST,Crewmate,Loss,3,No,Yes,04m 23s,No,0,-,N/A,NA / GHOUHF,,,,,
User16,12/03/2020 at 2:08:02 am EST,Crewmate,Loss,5,No,Yes,14m 03s,No,0,-,---,NA / GHOUHF,,,,,
User16,12/03/2020 at 1:23:10 am EST,Crewmate,Loss,4,No,Yes,07m 51s,No,0,-,---,NA / HVGKBF,,,,,
User16,12/03/2020 at 1:13:21 am EST,Crewmate,Win,2,No,No,06m 02s,No,1,-,++,NA / KGFZPQ,,,,,
User16,12/03/2020 at 1:06:21 am EST,Crewmate,Win,1,No,No,13m 18s,No,0,-,++,NA / KGFZPQ,,,,,
User16,12/02/2020 at 3:13:23 pm EST,Crewmate,Win,1,No,No,10m 06s,No,1,-,++,NA / IPXULQ,,,,,
User16,12/02/2020 at 3:02:50 pm EST,Crewmate,Win,1,No,No,05m 02s,No,0,-,++,NA / IPXULQ,,,,,
User16,12/02/2020 at 2:52:00 pm EST,Crewmate,Loss,2,No,No,03m 45s,Yes,0,-,N/A,NA / EJKNXQ,,,,,
User16,12/02/2020 at 2:42:28 pm EST,Crewmate,Win,2,No,No,06m 37s,No,2,-,++,NA / NDARYQ,,,,,
User16,12/02/2020 at 2:35:05 pm EST,Crewmate,Win,5,No,Yes,04m 37s,No,0,-,N/A,NA / LWDLCF,,,,,
User16,12/02/2020 at 2:54:24 am EST,Crewmate,Win,8,Yes,Yes,11m 38s,No,1,11m 28s,++,NA / JYJDDF,,,,,
User16,12/02/2020 at 2:41:14 am EST,Crewmate,Win,8,Yes,No,14m 11s,No,0,10m 36s,++,NA / JYJDDF,,,,,
User16,12/02/2020 at 2:26:32 am EST,Crewmate,Win,8,Yes,Yes,11m 35s,No,0,10m 36s,++,NA / JYJDDF,,,,,
User16,12/02/2020 at 2:11:35 am EST,Crewmate,Loss,8,Yes,Yes,07m 21s,No,0,04m 32s,--,NA / XCBYZF,,,,,
User16,12/02/2020 at 2:03:05 am EST,Crewmate,Win,6,No,No,16m 17s,No,0,-,++,NA / XCBYZF,,,,,
User16,12/02/2020 at 1:44:45 am EST,Crewmate,Loss,5,No,Yes,13m 02s,No,4,-,---,NA / XCBYZF,,,,,
User16,12/02/2020 at 1:29:38 am EST,Crewmate,Loss,5,No,Yes,12m 35s,No,0,-,---,NA / XCBYZF,,,,,
User16,12/02/2020 at 1:16:17 am EST,Crewmate,Win,4,No,No,10m 13s,No,0,-,++,NA / XCBYZF,,,,,
User16,12/02/2020 at 12:36:24 am EST,Crewmate,Win,2,No,No,08m 11s,No,0,-,++,NA / YXSNPQ,,,,,
User17,12/21/2020 at 7:23:47 pm EST,Crewmate,Win,9,Yes,Yes,17m 56s,No,0,07m 50s,++,NA / WDZNJF,,,,,
User17,12/21/2020 at 7:03:35 pm EST,Crewmate,Win,1,No,No,05m 12s,No,0,-,++,NA / WDZNJF,,,,,
User17,12/21/2020 at 6:55:54 pm EST,Crewmate,Win,2,No,Yes,11m 43s,No,0,-,++,NA / WDZNJF,,,,,
User17,12/21/2020 at 6:42:15 pm EST,Crewmate,Win,9,Yes,Yes,10m 54s,No,0,06m 40s,++,NA / QWNMJF,,,,,
User17,12/21/2020 at 6:29:48 pm EST,Crewmate,Loss,5,No,No,18m 07s,No,0,-,---,NA / QWNMJF,,,,,
User17,12/21/2020 at 6:11:02 pm EST,Crewmate,Win,9,Yes,No,12m 19s,No,0,08m 32s,++,NA / QWNMJF,,,,,
User17,12/21/2020 at 5:55:54 pm EST,Crewmate,Win,0,No,Yes,02m 39s,No,0,-,N/A,NA / OYMFVF,,,,,
User17,12/21/2020 at 5:52:50 pm EST,Crewmate,Win,1,No,No,00m 22s,No,1,00m 11s,N/A,NA / OYMFVF,,,,,
User17,12/21/2020 at 5:30:41 pm EST,Crewmate,Loss,0,No,Yes,02m 00s,No,0,-,N/A,NA / FLDQTQ,,,,,
User17,12/21/2020 at 5:27:57 pm EST,Crewmate,Win,4,No,Yes,09m 20s,No,0,03m 20s,++,NA / FLDQTQ,,,,,
User17,12/21/2020 at 5:14:26 pm EST,Crewmate,Loss,2,No,No,02m 00s,No,0,-,N/A,NA / WYAYFF,,,,,
User17,12/21/2020 at 3:33:19 pm EST,Crewmate,Win,1,No,No,04m 33s,No,2,-,N/A,NA / WFGEPQ,,,,,
User17,12/21/2020 at 3:28:11 pm EST,Crewmate,Win,4,No,No,04m 08s,No,0,03m 28s,N/A,NA / WFGEPQ,,,,,
User17,12/21/2020 at 3:22:56 pm EST,Crewmate,Loss,0,No,No,00m 15s,No,0,-,N/A,NA / WFGEPQ,,,,,
User17,12/21/2020 at 3:12:48 pm EST,Crewmate,Loss,1,No,No,01m 11s,No,0,-,N/A,NA / PWCSDF,,,,,
User17,12/21/2020 at 3:10:28 pm EST,Crewmate,Loss,1,No,No,00m 22s,No,0,-,N/A,NA / KLJFZF,,,,,
User17,12/21/2020 at 3:01:48 pm EST,Crewmate,Win,0,No,No,01m 30s,No,0,-,N/A,NA / DESOJF,,,,,
User17,12/21/2020 at 2:59:57 pm EST,Crewmate,Win,0,No,No,01m 40s,No,0,-,N/A,NA / DESOJF,,,,,
User17,12/21/2020 at 1:55:56 pm EST,Crewmate,Win,8,No,No,14m 23s,No,0,-,++,NA / JFJPZF,,,,,
User17,12/21/2020 at 1:39:28 pm EST,Crewmate,Loss,6,No,Yes,13m 18s,No,0,-,---,NA / JFJPZF,,,,,
User17,12/21/2020 at 1:25:37 pm EST,Crewmate,Win,6,No,No,13m 52s,No,2,-,++,NA / JFJPZF,,,,,
User17,12/21/2020 at 1:09:14 pm EST,Crewmate,Loss,7,No,Yes,12m 34s,No,0,-,---,NA / JFJPZF,,,,,
User17,12/21/2020 at 12:54:36 pm EST,Crewmate,Loss,9,Yes,No,14m 01s,No,2,09m 11s,--,NA / JFJPZF,,,,,
User17,12/21/2020 at 12:37:05 pm EST,Crewmate,Loss,4,No,Yes,07m 41s,No,0,-,---,NA / JFJPZF,,,,,
User17,12/21/2020 at 12:25:28 pm EST,Crewmate,Win,9,Yes,Yes,13m 58s,No,0,08m 26s,++,NA / JFJPZF,,,,,
User17,12/21/2020 at 12:06:50 pm EST,Crewmate,Win,6,Yes,No,09m 06s,Yes,0,06m 16s,++,NA / UKEHYQ,,,,,
User17,12/20/2020 at 6:36:27 pm EST,Crewmate,Loss,2,No,Yes,01m 01s,No,0,-,N/A,NA / RJPINF,,,,,
User17,12/20/2020 at 6:27:14 pm EST,Crewmate,Win,1,No,No,02m 20s,No,0,-,N/A,NA / RJPINF,,,,,
User17,12/20/2020 at 6:23:55 pm EST,Crewmate,Loss,1,No,No,02m 21s,No,1,-,N/A,NA / RJPINF,,,,,
User17,12/20/2020 at 6:19:41 pm EST,Crewmate,Loss,0,No,No,06m 56s,No,0,-,N/A,NA / RJPINF,,,,,
User17,12/20/2020 at 6:06:12 pm EST,Crewmate,Loss,2,No,No,03m 41s,No,0,-,N/A,NA / RJPINF,,,,,
User17,12/20/2020 at 5:54:14 pm EST,Crewmate,Loss,0,No,Yes,03m 47s,No,0,-,N/A,Europe / LQGWUF,,,,,
User17,12/20/2020 at 5:43:35 pm EST,Crewmate,Loss,3,No,Yes,03m 29s,No,0,-,N/A,Europe / LQGWUF,,,,,
User17,12/20/2020 at 5:33:21 pm EST,Crewmate,Loss,1,No,No,06m 55s,Yes,1,-,---,Europe / LQGWUF,,,,,
User17,12/20/2020 at 5:23:38 pm EST,Crewmate,Loss,2,No,No,01m 59s,No,0,-,N/A,Europe / LQGWUF,,,,,
User17,12/20/2020 at 5:20:50 pm EST,Crewmate,Loss,1,No,Yes,01m 38s,No,0,-,N/A,Europe / LQGWUF,,,,,
User17,12/20/2020 at 5:18:25 pm EST,Crewmate,Win,2,No,Yes,05m 55s,No,0,-,++,Europe / LQGWUF,,,,,
User17,12/20/2020 at 5:09:40 pm EST,Crewmate,Win,1,No,No,03m 03s,No,1,-,N/A,Europe / LQGWUF,,,,,
User17,12/20/2020 at 4:56:43 pm EST,Crewmate,Win,2,No,No,06m 19s,No,0,-,++,Europe / YXAZWQ,,,,,
User17,12/20/2020 at 4:33:47 pm EST,Crewmate,Win,8,Yes,Yes,21m 27s,No,0,10m 38s,++,NA / VTLOVF,,,,,
User17,12/20/2020 at 4:10:39 pm EST,Crewmate,Loss,4,No,Yes,11m 10s,No,0,-,---,NA / VTLOVF,,,,,
User17,12/20/2020 at 3:58:17 pm EST,Crewmate,Win,8,Yes,No,12m 23s,No,2,11m 42s,++,NA / VTLOVF,,,,,
User17,12/20/2020 at 11:31:14 am EST,Crewmate,Loss,6,Yes,Yes,02m 56s,No,0,02m 31s,N/A,Europe / KFFDNF,,,,,
User17,12/20/2020 at 11:27:39 am EST,Crewmate,Win,3,No,No,02m 41s,No,0,-,N/A,Europe / KFFDNF,,,,,
User17,12/20/2020 at 11:07:54 am EST,Crewmate,Win,1,No,No,01m 56s,No,0,-,N/A,NA / DZZFDF,,,,,
User17,12/20/2020 at 10:39:46 am EST,Crewmate,Win,5,No,Yes,03m 11s,No,1,-,N/A,NA / DZZFDF,,,,,
User17,12/20/2020 at 10:35:45 am EST,Crewmate,Win,0,No,No,01m 15s,No,0,-,N/A,NA / DZZFDF,,,,,
User17,12/20/2020 at 10:30:11 am EST,Crewmate,Win,0,No,No,00m 14s,No,0,-,N/A,NA / DZZFDF,,,,,
User17,12/20/2020 at 10:25:53 am EST,Crewmate,Win,2,No,No,03m 40s,No,1,-,N/A,NA / DZZFDF,,,,,
User17,12/20/2020 at 10:21:28 am EST,Crewmate,Loss,6,No,Yes,09m 06s,No,1,-,---,NA / DZZFDF,,,,,
User17,12/19/2020 at 6:08:24 pm EST,Crewmate,Loss,3,No,Yes,01m 48s,No,0,-,N/A,NA / HYBICF,,,,,
User17,12/19/2020 at 6:05:00 pm EST,Crewmate,Win,2,No,No,00m 35s,No,0,-,N/A,NA / HYBICF,,,,,
User17,12/19/2020 at 6:03:49 pm EST,Crewmate,Win,8,Yes,No,09m 38s,Yes,0,08m 03s,++,NA / HYBICF,,,,,
User17,12/19/2020 at 5:53:31 pm EST,Crewmate,Win,8,Yes,Yes,08m 56s,No,0,06m 23s,++,NA / HYBICF,,,,,
User17,12/19/2020 at 5:43:36 pm EST,Crewmate,Win,8,Yes,No,09m 56s,No,0,06m 39s,++,NA / HYBICF,,,,,
User17,12/19/2020 at 5:24:32 pm EST,Crewmate,Win,4,No,No,03m 42s,No,0,-,N/A,NA / HAKPCF,,,,,
User18,12/22/2020 at 7:51:30 pm EST,Crewmate,Win,6,No,No,12m 12s,No,1,-,++,Europe / NMCIQQ,,,,,
User18,12/22/2020 at 7:37:05 pm EST,Crewmate,Loss,1,No,No,05m 11s,No,0,-,---,Europe / NMCIQQ,,,,,
User18,12/22/2020 at 7:08:31 pm EST,Crewmate,Win,1,No,No,05m 18s,No,0,-,++,Europe / NMCIQQ,,,,,
User18,12/22/2020 at 6:59:46 pm EST,Crewmate,Win,2,No,No,15m 08s,No,1,-,++,Europe / NMCIQQ,,,,,
User18,12/22/2020 at 6:21:28 pm EST,Crewmate,Loss,5,No,Yes,09m 31s,No,1,-,---,Europe / NMCIQQ,,,,,
User18,12/21/2020 at 7:09:13 pm EST,Crewmate,Loss,3,No,No,08m 49s,No,0,-,---,NA / VQOBCF,,,,,
User18,12/21/2020 at 6:59:05 pm EST,Crewmate,Loss,5,No,Yes,09m 12s,No,1,-,---,NA / VQOBCF,,,,,
User18,12/21/2020 at 6:48:52 pm EST,Crewmate,Loss,3,No,No,08m 25s,No,0,-,---,NA / VQOBCF,,,,,
User18,12/21/2020 at 6:38:42 pm EST,Crewmate,Loss,8,Yes,No,09m 19s,No,0,07m 11s,--,NA / VQOBCF,,,,,
User18,12/21/2020 at 6:28:03 pm EST,Crewmate,Loss,8,Yes,Yes,11m 21s,No,0,11m 11s,--,NA / VQOBCF,,,,,
User18,12/21/2020 at 6:15:31 pm EST,Crewmate,Win,1,No,No,04m 40s,No,0,-,N/A,NA / VQOBCF,,,,,
User18,12/19/2020 at 2:04:21 pm EST,Crewmate,Loss,5,No,No,08m 55s,No,2,-,---,Europe / ZVBKBF,,,,,
User18,12/19/2020 at 1:55:02 pm EST,Crewmate,Loss,2,No,Yes,12m 51s,No,0,-,---,Europe / ZVBKBF,,,,,
User18,12/19/2020 at 1:41:21 pm EST,Crewmate,Win,3,No,Yes,13m 47s,No,0,-,++,Europe / ZVBKBF,,,,,
User18,12/19/2020 at 1:26:24 pm EST,Crewmate,Win,1,No,Yes,04m 28s,No,1,-,N/A,Europe / ZVBKBF,,,,,
User18,12/19/2020 at 1:09:32 pm EST,Crewmate,Loss,7,No,Yes,11m 00s,No,0,-,---,Europe / ZVBKBF,,,,,
User18,12/19/2020 at 12:44:53 pm EST,Crewmate,Loss,3,No,Yes,13m 16s,No,0,-,---,Europe / OFKISF,,,,,
User18,12/19/2020 at 12:27:54 pm EST,Crewmate,Loss,0,No,Yes,03m 58s,No,0,-,N/A,Europe / OFKISF,,,,,
User18,12/19/2020 at 12:09:31 pm EST,Crewmate,Loss,3,No,Yes,06m 24s,No,2,-,---,Europe / TVGLHF,,,,,
User18,12/19/2020 at 12:02:04 pm EST,Crewmate,Loss,8,Yes,No,11m 08s,No,0,10m 00s,--,Europe / TVGLHF,,,,,
User18,12/19/2020 at 11:50:08 am EST,Crewmate,Win,5,No,No,07m 39s,No,0,-,++,Europe / TVGLHF,,,,,
User18,12/19/2020 at 11:38:03 am EST,Crewmate,Loss,2,No,Yes,08m 26s,No,0,-,---,Europe / PKUOZF,,,,,
User18,12/18/2020 at 7:23:22 pm EST,Crewmate,Loss,0,No,Yes,03m 43s,No,0,-,N/A,NA / SWLMJF,,,,,
User18,12/18/2020 at 7:07:37 pm EST,Crewmate,Win,4,No,Yes,05m 29s,No,1,-,++,Europe / ZFCTGF,,,,,
User18,12/18/2020 at 6:27:13 pm EST,Crewmate,Loss,2,No,No,05m 48s,No,1,-,---,Europe / ZFCTGF,,,,,
User18,12/18/2020 at 6:16:29 pm EST,Crewmate,Loss,7,No,Yes,06m 32s,No,0,-,---,Europe / ZFCTGF,,,,,
User18,12/18/2020 at 4:07:51 pm EST,Crewmate,Win,8,Yes,No,21m 56s,No,0,11m 18s,++,Europe / OEAIBF,,,,,
User18,12/18/2020 at 3:44:45 pm EST,Crewmate,Win,6,No,No,15m 43s,No,1,-,++,Europe / OEAIBF,,,,,
User18,12/18/2020 at 3:27:37 pm EST,Crewmate,Win,8,Yes,Yes,22m 34s,No,0,22m 20s,++,Europe / OEAIBF,,,,,
User18,12/18/2020 at 3:02:07 pm EST,Crewmate,Win,4,No,No,15m 51s,No,1,-,++,Europe / OEAIBF,,,,,
User18,12/18/2020 at 2:44:19 pm EST,Crewmate,Loss,5,No,No,09m 55s,No,2,-,---,Europe / OEAIBF,,,,,
User18,12/18/2020 at 2:29:44 pm EST,Crewmate,Win,2,No,No,15m 21s,No,0,-,++,Europe / OEAIBF,,,,,
User18,12/18/2020 at 2:05:51 pm EST,Crewmate,Loss,5,No,Yes,13m 41s,No,0,-,---,Europe / OEAIBF,,,,,
User18,12/18/2020 at 1:20:32 pm EST,Crewmate,Loss,8,Yes,Yes,16m 57s,No,0,15m 32s,--,NA / DYSEIF,,,,,
